Name-CN,Name-EN,图标分类-CN,图标分类-EN,图标预览,图标标签,UI 设计负责人,预计完成时间
切换,switch,常用图标,Base,switch.svg (https://dl.airtable.com/.attachments/711837345009fbad282daac167ebf906/0f8470e2/switch.svg),切换，箭头，左右箭头,齐 奉飞,2019-03-21
关闭,close,"常用图标,符号","Character",close1.svg (https://dl.airtable.com/.attachments/1e7801e5514c1c903df9db35eb36e83e/433bfb2b/close1.svg),删除，清除，错误,刘心乐,2019-03-22
关闭-小,close-small,"常用图标,符号","Character",close-small.svg (https://dl.airtable.com/.attachments/fa9c2bdb888d0f11157903bd72f649fa/05f353e4/close-small.svg),删除，清除，错误,刘心乐,2019-03-22
校验-小,check-small,"符号,常用图标","Character",check-small.svg (https://dl.airtable.com/.attachments/9b45911b6b013d822199468bffc32d48/380c076b/check-small.svg),勾选，对勾，正确，成功,刘心乐,2019-03-22
校验,check,"常用图标,符号","Character",check1.svg (https://dl.airtable.com/.attachments/44470e44ec64767ef11e13bccaadb4bf/5a9dc655/check1.svg),勾选，对勾，正确，成功，完成,刘心乐,2019-03-22
加,plus,"常用图标,符号","Character",plus.svg (https://dl.airtable.com/.attachments/e029502344c56d2dfd655a52f12e8b86/f5e2847f/plus.svg),新建， 增加 ，创建,常留留 常,2019-03-19
减,minus,"常用图标,符号","Character",minus.svg (https://dl.airtable.com/.attachments/6a4a60023008ebf98be6acf2b53a3c5b/b8182ce6/minus.svg),减号，去除，减少，减去,常留留 常,2019-03-19
裁切,cutting-one,常用图标,Base,cutting2.svg (https://dl.airtable.com/.attachments/b141368a230c9356e42739d5cdd8fdb5/cce90b56/cutting2.svg),裁剪，剪切，编辑，剪刀,齐 奉飞,2019-03-19
链接,link,常用图标,Base,link1.svg (https://dl.airtable.com/.attachments/98a64113066d94f898527487c8ed3008/f05f6df3/link1.svg),回形针，附件，文件,刘心乐,2019-03-28
理财,financing-one,钱财,Money,financing2.svg (https://dl.airtable.com/.attachments/2bcbb57031ea176f6fbdc81c979ee788/08479254/financing2.svg),货币兑换，财富，钱袋子,齐 奉飞,2019-05-30
音乐,music-one,声音,Music,music2.svg (https://dl.airtable.com/.attachments/b9acc174941120dd98cbca141e1014c4/378b42c2/music2.svg),音乐，乐符，歌曲，歌声，播放,常留留 常,2019-03-21
筛选,filter,常用图标,Base,filter.svg (https://dl.airtable.com/.attachments/cfb7cb86a9fd3975d60c38888670d1a3/3e252f01/filter.svg),漏斗，筛选，过滤,刘心乐,2019-03-22
提示,tips,常用图标,Base,tips.svg (https://dl.airtable.com/.attachments/110c05a8303958143bbd0743b3d5aec5/9d058c47/tips.svg),灯泡，创意，灯光，灵感,齐 奉飞,2019-03-26
点击,click-tap,常用图标,Base,click-tap.svg (https://dl.airtable.com/.attachments/9208c6b19b52d735e930d58a8a067981/1c5f8596/click-tap.svg),点击率，点击效果，按键，触发,齐 奉飞,2019-08-07
链接,link-one,常用图标,Base,link2.svg (https://dl.airtable.com/.attachments/4091871255a12a0210625152332121a5/9b668265/link2.svg),链接，链条，锁链,常留留 常,2019-05-27
链接断开,unlink,常用图标,Base,link-open.svg (https://dl.airtable.com/.attachments/aab92e7978ea121ec7ac24089bc411eb/b6e5e528/link-open.svg),链接，链条，锁链，无效链接,刘心乐,2019-05-27
分享,share-one,"常用图标,连接","Connect",share1.svg (https://dl.airtable.com/.attachments/5068910ead2db727333f499971bd9da6/2ff54bfc/share1.svg),分享，转发，共享,刘心乐,2019-03-21
电池充电,battery-charge,常用图标,Base,battery-charge.svg (https://dl.airtable.com/.attachments/ca12c128c8515515130ca047eadc4bdd/2b6f02b3/battery-charge.svg),电池，充电,齐 奉飞,2019-05-28
电池满电,battery-full,常用图标,Base,battery-full.svg (https://dl.airtable.com/.attachments/96288d010c655df14fa2949d44112b03/65e2f175/battery-full.svg),电池，满电,齐 奉飞,2019-05-28
电池运行,battery-working,常用图标,Base,battery-working.svg (https://dl.airtable.com/.attachments/5f0edce55a7196785f015b9049c66e20/f31f2bcc/battery-working.svg),电池，电池电量，能量,齐 奉飞,2019-05-28
电池没电,battery-empty,常用图标,Base,battery-empty.svg (https://dl.airtable.com/.attachments/70f5a900ae39f03fce339c22305fc7bc/17bceb5c/battery-empty.svg),电池，电量空,齐 奉飞,2019-05-28
语音信息,voice-message,常用图标,Base,voice-message.svg (https://dl.airtable.com/.attachments/1f819a4274bde7262d2b2e08b6178752/049b3af6/voice-message.svg),语音，信息，声音，识别,齐 奉飞,2019-07-11
投射屏幕,cast-screen,常用图标,Base,cast-screen.svg (https://dl.airtable.com/.attachments/b21f7aa7a7b77989c2f39f08be64b5f2/fd3b47b1/cast-screen.svg),投射，投屏，无线投屏,常留留 常,2019-05-30
列表,list,常用图标,Base,列表.svg (https://dl.airtable.com/.attachments/d9911e1181af520b6a97b89039554c09/0c06af59.svg),目录，清单，完成目录，任务清单,金 磊,2019-10-12
奖杯,trophy,常用图标,Base,trophy.svg (https://dl.airtable.com/.attachments/191de3442f23517a089b1f112066a728/dd6883be/trophy.svg),奖杯，冠军，比赛，赢了，奖励,白明泽 白,2019-07-11
已读邮件,mail-open,常用图标,Base,mail-open.svg (https://dl.airtable.com/.attachments/75ac1fb9a56042fdf40a8f194bca0b18/40d5af68/mail-open.svg),"已读邮件，邮箱，邮件，信息,邮箱，打开，收件",白明泽 白,2019-07-11
购物车,shopping,常用图标,Base,shopping.svg (https://dl.airtable.com/.attachments/f06066df61f3a7a088a8cc98c96b474e/6161fe54/shopping.svg),购物车，买东西，消费,刘心乐,2019-03-27
赞,thumbs-up,"常用图标,手势","Hands",thumbs-up.svg (https://dl.airtable.com/.attachments/257d78d1af599be8627a27b506d8c48a/1b194e85/thumbs-up.svg),好评，点赞，优秀,刘心乐,2019-03-27
踩,thumbs-down,"常用图标,手势","Hands",thunbs-down.svg (https://dl.airtable.com/.attachments/187e5c7a78996a16677e3fa5d714a54f/afc3938e/thunbs-down.svg),差评，不赞，错误,刘心乐,2019-03-27
男性,male,常用图标,Base,male.svg (https://dl.airtable.com/.attachments/eb7d4a6f2552ec0c377612c0c48b7d05/8afa379a/male.svg),男，性别，符号,刘心乐,2019-03-27
女性,female,常用图标,Base,female.svg (https://dl.airtable.com/.attachments/bc17457ccb95dc75755c0619b49d492d/29ea266b/female.svg),女，性别，符号,刘心乐,2019-03-27
扫码,scan-code,常用图标,Base,scan-code.svg (https://dl.airtable.com/.attachments/5f4e17f686f75259fa36ab0eca30b521/686b92bd/scan-code.svg),扫一扫，登录，扫码，二维码,白明泽 白,2019-03-27
设置配置,setting-config,常用图标,Base,setting-config.svg (https://dl.airtable.com/.attachments/25b6f8ed94f4fe0afd13024ec77f9dfd/7d68f208/setting-config.svg),调节，调整，音量调节，设置调节,常留留 常,2019-03-27
应用,application,建筑,Build,application1.svg (https://dl.airtable.com/.attachments/cc81e965a493d489ff52ba644cf701a3/c45e2938/application1.svg),商店，店铺，门店，上铺,白明泽 白,2019-03-29
全部,all-application,常用图标,Base,all-application.svg (https://dl.airtable.com/.attachments/7151e0f52cb223f9e391d770a1a6a802/2be9f5a1/all-application.svg),管理，四块，更多，应用，导航，四宫格，矩阵，米亚格，全部应用,白明泽 白,2019-03-29
邮件符号,at-sign,符号,Character,at-sign.svg (https://dl.airtable.com/.attachments/109182f58d381efb4e0658c02a04d263/f8010c0f/at-sign.svg),邮件，圈人，提醒用户，相关人,金 磊,2019-07-23
地图,map-draw,常用图标,Base,map.svg (https://dl.airtable.com/.attachments/328c238cec09ab600c4048cac6a9e9dd/71a45de1/map.svg),地图，位置，地理，方位，方向，交通，定位,金 磊,2019-07-23
本地,local-two,常用图标,Base,local.svg (https://dl.airtable.com/.attachments/1d2a533cab5b18b9242f2d087febb0b5/3a37dd6f/local.svg),本地，地表，地点，地图，出行，交通，运输,金 磊,2019-08-16
本地,local-pin,常用图标,Base,local-pin.svg (https://dl.airtable.com/.attachments/9a72169c0bc571c17ecfacf5f0c5824d/a99ad11d/local-pin.svg),本地，游戏，摇杆，图钉，出行，交通,金 磊,2019-08-16
星球,planet,常用图标,Base,planet.svg (https://dl.airtable.com/.attachments/2327eddddb081138b81573bd9d46299d/30a552a3/planet.svg),星球，地球，环绕，卫星，宇宙，浏览器,金 磊,2019-08-07
展开,expand-right,常用图标,Base,expand-right.svg (https://dl.airtable.com/.attachments/90768c80b6f76d28719eb5aa30e55b18/945c0643/expand-right.svg),展开，浮层，抽屉，示例,金 磊,2019-08-07
展开,expand-left,常用图标,Base,expand-left.svg (https://dl.airtable.com/.attachments/a149175d15d5c9bb4d7ed5b3122ccb41/e4add054/expand-left.svg),展开，浮层，抽屉，示例,金 磊,2019-08-07
展开,expand-up,常用图标,Base,expand-up.svg (https://dl.airtable.com/.attachments/cdf6fee8d4476dac3688ebeef20a657c/4bdfecf5/expand-up.svg),展开，浮层，抽屉，示例,金 磊,2019-08-07
展开,expand-down,常用图标,Base,expand-down.svg (https://dl.airtable.com/.attachments/3053e6b552039f73800dbe3f5ab02b92/c4ae99a7/expand-down.svg),展开，浮层，抽屉，示例,金 磊,2019-08-07
风车,windmill-two,常用图标,Base,windmill.svg (https://dl.airtable.com/.attachments/28190e0033259c4c8f099975fc552520/7e9587c1/windmill.svg),风车，转动，旋转，风景，发电，动力,金 磊,2019-08-16
首页,home-two,建筑,Build,home-two.svg (https://dl.airtable.com/.attachments/ecf498ce9f670056fe2b4030ac6fc3f0/cc80a32d/home-two.svg),首页，家，主页，店铺,金 磊,2019-08-16
线索,clue,连接,Connect,clue.svg (https://dl.airtable.com/.attachments/11b8ad6913a6586b71873d237ce04d15/744d39be/clue.svg),线索池，连接，相连,齐 奉飞,2019-03-28
两点连接,connection-point-two,连接,Connect,connection-point-two.svg (https://dl.airtable.com/.attachments/cf3768dd543775030e35cf5501b79996/3bd8099e/connection-point-two.svg),两点连接，链接,金 磊,2019-08-16
连接箭头,connection-arrow,常用图标,Base,connection-arrow.svg (https://dl.airtable.com/.attachments/aa4a04300d55ffa760987e9b80b60bf5/74ada027/connection-arrow.svg),连接，箭头，相连，流程,常留留 常,2019-07-11
调色盘,platte,常用图标,Base,platte.svg (https://dl.airtable.com/.attachments/101580291e5a86eaad813f91957ca70f/9000bd05/platte.svg),调色盘，美术，绘画，颜色，主题,金 磊,2019-08-16
光盘,record-disc,常用图标,Base,record-disc.svg (https://dl.airtable.com/.attachments/f38d77d17746ddd3313fa3309b3f0737/194cda16/record-disc.svg),光盘，音乐，磁盘，播放，复古,金 磊,2019-08-16
地球仪,earth,常用图标,Base,earth.svg (https://dl.airtable.com/.attachments/43fdc223479e42667742e727c1d2c599/bab60cc2/earth.svg),网路，语言，全球，互联网,白明泽 白,2019-03-27
举报,report,常用图标,Base,report.svg (https://dl.airtable.com/.attachments/3824eb72834dca9eb10e22b99285dc15/fbb030bd/report.svg),举报，检举，告发，报告,白明泽 白,2019-07-11
保护,protect,常用图标,Base,protect.svg (https://dl.airtable.com/.attachments/f3b38c01ec0ed03145043ce196a48ef3/a9a5ac27/protect.svg),安全，防卫，防护，盾牌，安全通过,白明泽 白,2019-03-27
危害,harm,常用图标,Base,harm.svg (https://dl.airtable.com/.attachments/0f8fead90ce32dc0176b75b9ac36e42c/44e428e4/harm.svg),危险，防护，盾牌,白明泽 白,2019-03-27
安全,shield,常用图标,Base,shield.svg (https://dl.airtable.com/.attachments/cfadf8ee6705fd9801017b2b25dce979/942a3bba/shield.svg),安全，保护，护盾，防护,齐 奉飞,2019-07-11
安全增加,shield-add,常用图标,Base,shield-add.svg (https://dl.airtable.com/.attachments/10a10608417e22cd7fa4aa119f1bc3ea/52dc6a61/shield-add.svg),安全，保护，防护,齐 奉飞,2019-07-11
程序问题,bug,常用图标,Base,bug.svg (https://dl.airtable.com/.attachments/58dd01b195eaecadcd80fa79f30f5f97/82f18477/bug.svg),八哥，问题，损坏，事故，BUG，问题，程序问题，报错,齐 奉飞,2019-07-11
收件箱成功,inbox-success-r,书籍,Books,inbox-success-r.svg (https://dl.airtable.com/.attachments/3c88aee00ebdb19cca472b5b9a66d730/62b3c506/inbox-success-r.svg),收件箱，成功,金 磊,2019-08-16
收件箱上传,inbox-upload-r,书籍,Books,inbox-upload-r.svg (https://dl.airtable.com/.attachments/ab8da7e69b3cc9c379dacb4e9aa9a002/1037b173/inbox-upload-r.svg),收件箱，，上载，上传,金 磊,2019-08-16
收件箱下载,inbox-download-r,书籍,Books,inbox-download-r.svg (https://dl.airtable.com/.attachments/c97724a633ddcec7c92baa46574b6eb7/93344e74/inbox-download-r.svg),收件箱，下载，下传,金 磊,2019-08-16
收件箱,inbox-r,书籍,Books,inbox-r.svg (https://dl.airtable.com/.attachments/a899091d47c1c51655aa55a5c245e5b4/1583a5cf/inbox-r.svg),收件箱，文件,金 磊,2019-08-16
收件成功,inbox-success,常用图标,Base,inbox-success.svg (https://dl.airtable.com/.attachments/cb77c22cf5833bd206aa7a2ff6e2fd9d/3b717ce5/inbox-success.svg),收件箱，收件，成功，完成，邮件，信件,白明泽 白,2019-08-07
收件箱,inbox,常用图标,Base,inbox.svg (https://dl.airtable.com/.attachments/9f975848a245400d474049f0d093f51e/c7b3f38d/inbox.svg),收件箱，信箱，邮箱，邮件，信件,白明泽 白,2019-08-07
收件下载,inbox-in,常用图标,Base,inbox-in.svg (https://dl.airtable.com/.attachments/4ed14660adb73613dd03db5459deffa1/b3a52071/inbox-in.svg),收件箱，信箱，邮箱，邮件，信件，下载,白明泽 白,2019-08-07
收件上载,inbox-out,常用图标,Base,inbox-out.svg (https://dl.airtable.com/.attachments/968c57432b24a439c4067ab8eec1b616/22b7ab19/inbox-out.svg),收件箱，信箱，邮箱，邮件，信件，上传，上载,白明泽 白,2019-08-07
雨伞,umbrella,常用图标,Base,umbrella.svg (https://dl.airtable.com/.attachments/1b6671efcf1f15b96576d0b5677d4060/031fb938/umbrella.svg),雨伞，保护，下雨，庇护，防护，安全，天气，护盾,常留留 常,2019-08-07
雨伞,umbrella-one,常用图标,Base,umbrella-one.svg (https://dl.airtable.com/.attachments/84e1849380ab8e42f8db03ffaf289bbd/6e97e864/umbrella-one.svg),雨伞，保护，下雨，庇护，防护，安全，天气，护盾,常留留 常,2019-08-07
降落伞,parachute,常用图标,Base,parachute.svg (https://dl.airtable.com/.attachments/5f55db36bff289d13ec60f474b87ed38/b3c24fcf/parachute.svg),降落伞，跳伞，运动，体育，危险,白明泽 白,2019-07-11
优惠券,coupon,常用图标,Base,coupon.svg (https://dl.airtable.com/.attachments/9aece811a2cc031383bbde78e00df344/2f872c03/coupon.svg),优惠，卡券，促销，电商，钱,常留留 常,2019-07-11
文档架子,document-folder,常用图标,Base,document-folder.svg (https://dl.airtable.com/.attachments/131e99f510358c63b69e13993ea986aa/487cfe64/document-folder.svg),文档，书架，办公,白明泽 白,2019-07-11
瀑布流纵向,waterfalls-v,常用图标,Base,waterfalls-v.svg (https://dl.airtable.com/.attachments/a32c37d5bb9a02f7adedc9c6eeed2c13/b2685960/waterfalls-v.svg),瀑布，排版，界面，顺序,白明泽 白,2019-07-11
瀑布流横向,waterfalls-h,常用图标,Base,waterfalls-h.svg (https://dl.airtable.com/.attachments/269abbd9d3a0b3f675237d8275a0dacd/a463a1ba/waterfalls-h.svg),瀑布，流程，布局，界面,白明泽 白,2019-07-11
我的,me,"常用图标,人群","Peoples",me.svg (https://dl.airtable.com/.attachments/fd6bb07fa5d7909a0c6c3e91f6649676/789481ec/me.svg),个人中心，用户，人，头像，圆形头像,刘心乐,2019-03-27
系统,system,常用图标,Base,system.svg (https://dl.airtable.com/.attachments/f56e690c2ea03df818cbc301623b60db/f6e3c5b7/system.svg),系统，更多，四块,齐 奉飞,2019-03-28
日志,log,"常用图标,书籍","Books",log.svg (https://dl.airtable.com/.attachments/8216f70a806c8875cc8a632b56c2b5a3/ca50266a/log.svg),日志，笔记本，记录，文档,刘心乐,2019-03-28
订单,order,书籍,Books,order.svg (https://dl.airtable.com/.attachments/82921b32060cbeb8d6d1651021f4ba16/4c9b9f31/order.svg),抢单，文档，发票，记录，计分牌,白明泽 白,2019-03-29
书籍,book-one,"常用图标,书籍","Books",book2.svg (https://dl.airtable.com/.attachments/3ee9ec61f3f9a3a7f292b58bba26e7a4/4c758756/book2.svg),书本，笔记，文件,常留留 常,2019-03-27
书籍-打开,book-open,书籍,Books,book-open.svg (https://dl.airtable.com/.attachments/7a1721c9d3f141f43640d6b92547445d/8f65c2ad/book-open.svg),书本，笔记，文件，打开书本,常留留 常,2019-03-27
警报,alarm,常用图标,Base,alarm.svg (https://dl.airtable.com/.attachments/cd59b9a29f6719fb89d6e2b4b9fd9499/c062e2a5/alarm.svg),警灯，警报，灯，警示，灵感,刘心乐,2019-03-27
游戏机,game-ps,常用图标,Base,game-ps.svg (https://dl.airtable.com/.attachments/ee1eb246e974d7133e5295adbdb23cd5/61bc8374/game-ps.svg),游戏机，索尼，游戏,金 磊,2019-08-16
加号,plus-cross,符号,Character,plus-cross.svg (https://dl.airtable.com/.attachments/828a52d86ac8c5daddb0fa0f78aad615/c460aa56/plus-cross.svg),加号，符号，加法，红十字，医疗，医院,金 磊,2019-08-16
错误,error,符号,Character,error.svg (https://dl.airtable.com/.attachments/9696bde0784c4f4f8c439a1605c7d582/4ffab49c/error.svg),错误，不正确，关闭,金 磊,2019-08-16
正确的,correct,符号,Character,correct.svg (https://dl.airtable.com/.attachments/5a6c3fefa0b7a6451bc7ff3fd534c9bb/2a94a4aa/correct.svg),正确的，对勾，成功,金 磊,2019-08-16
指纹,fingerprint,手势,Hands,fingerprint.svg (https://dl.airtable.com/.attachments/ef543cc28120b5fa37012cdd22b12177/f877cf64/fingerprint.svg),指纹，安全，解锁，认证，验证,金 磊,2019-08-16
投影仪,projector,常用图标,Base,projector.svg (https://dl.airtable.com/.attachments/20526360934ba1fe8bac43dd7ebe79ee/963c315f/projector.svg),投影仪，投影，播放，幻灯片，演讲,金 磊,2019-07-23
幻灯片,slide,常用图标,Base,slide.svg (https://dl.airtable.com/.attachments/90602b4feed7583d03678debaf307cfb/aee35694/slide.svg),数据看版，销售提报，文稿演示,常留留 常,2019-03-28
幻灯片,ppt,常用图标,Base,ppt.svg (https://dl.airtable.com/.attachments/25c8e26fd2e21626ee1c46ce63739e13/4693ac7e/ppt.svg),幻灯片，播放，延时，投影,金 磊,2019-08-16
幻灯片,slide-two,常用图标,Base,slide-two.svg (https://dl.airtable.com/.attachments/81f98c3f4fab872de0a32b832866640c/fee40cb2/slide-two.svg),幻灯片，播放，PPT，投影,金 磊,2019-08-16
日历,calendar-thirty,时间,Time,calendar-thirty.svg (https://dl.airtable.com/.attachments/9ee064bd916f5d43b3f31cd4dd620489/94a7b915/calendar-thirty.svg),日历，日期，时间，期限，长期,金 磊,2019-08-16
