Name-CN,Name-EN,图标分类-CN,图标分类-EN,图标预览,图标标签,UI 设计负责人,预计完成时间
页面模版,page-template,其它分类,Others,page-template.svg (https://dl.airtable.com/.attachments/22494912b0a8ef8948bc7e02556573f2/d6005255/page-template.svg),页面，模版，布局,常留留 常,2019-11-22
理念共享,concept-sharing,手势,Hands,concept-sharing.svg (https://dl.airtable.com/.attachments/39e62ed68c6e8d9ac38668fccc2de1dd/ba89819d/concept-sharing.svg),共享，创意共享，想法,常留留 常,2019-11-22
人脸识别,face-recognition,其它分类,Others,face-recognition.svg (https://dl.airtable.com/.attachments/f51b40ab0f3666470836359caeb4f9df/68546bba/face-recognition.svg),人脸支付，人脸，刷脸，人脸密码，扫脸,常留留 常,2019-11-22
扫描设置,scan-setting,操作,Operate,scan-setting.svg (https://dl.airtable.com/.attachments/d388a5f6f1e423c7701c1d833086c19c/42992aae/scan-setting.svg),设置，扫描，打印，方向，按键，扫描,金 磊,2019-11-22
面具,mask-one,操作,Operate,mask-one.svg (https://dl.airtable.com/.attachments/da30b63b76de564499f6a229b0b72fdb/c115d569/mask-one.svg),补水，保湿，美白，敷面膜，面膜，医美,常留留 常,2019-11-22
全景水平,panorama-horizontal,其它分类,Others,panorama-horizontal.svg (https://dl.airtable.com/.attachments/613d207b19e48f5ccc05ed3ddffc6877/b288a244/panorama-horizontal.svg),水平线，全景，拍照，360度,金 磊,2019-11-22
发光,luminous,其它分类,Others,luminous.svg (https://dl.airtable.com/.attachments/6e5231f868ab7cd52e0a774f4b195a72/85b487df/luminous.svg),散射，散射光，光源，照射，节能，light，键盘,金 磊,2019-11-22
光源,light,其它分类,Others,light.svg (https://dl.airtable.com/.attachments/2e109a760685831dd3b2314daf7e5920/b3c66aec/light.svg),散射，散射光，发光，照射，节能，luminous，键盘,金 磊,2019-11-22
手表,watch,时间,Time,watch.svg (https://dl.airtable.com/.attachments/c8f9ead8200e0cd5949f7bae09c3a973/35407248/watch.svg),电子表，时间，时区，指针，计时，手表,金 磊,2019-11-22
基金,funds,钱财,Money,funds.svg (https://dl.airtable.com/.attachments/595e5367b5f837b54d4445e3ac8774b6/bb0c736c/funds.svg),资金，财务，成本，金币，存款，储蓄，金融，统计,金 磊,2019-11-22
正向旋转,rotating-forward,操作,Operate,rotating-forward.svg (https://dl.airtable.com/.attachments/3c230332d2bccbbc216a0a548aabc5c2/81e9bad1/rotating-forward.svg),正向，顺时针，顺时针旋转，旋转，转动，箭头,金 磊,2019-11-22
逆向旋转,reverse-rotation,操作,Operate,reverse-rotation.svg (https://dl.airtable.com/.attachments/ecf023c51eab1e1193dc50a2453226d5/ebffb2bb/reverse-rotation.svg),逆向，逆时针，逆时针旋转，旋转，转动，箭头,金 磊,2019-11-22
旋转添加,rotating-add,操作,Operate,rotating-add.svg (https://dl.airtable.com/.attachments/e72b03f88a0078d10f1d00b90d2f194c/a0ff7505/rotating-add.svg),旋转，添加，转动，箭头，加号,金 磊,2019-11-22
屏幕旋转,screen-rotation,操作,Operate,screen-rotation.svg (https://dl.airtable.com/.attachments/9c69e9e0fe03bdf9b7ea4aa8bca7fd90/1a910b05/screen-rotation.svg),旋转，屏幕，转动，竖转横,金 磊,2019-11-22
电波,waves,其它分类,Others,电波.svg (https://dl.airtable.com/.attachments/35b8e96d317b84bf8b88d9745256b963/6cec16f0.svg),心跳，脉搏，趋势，路径,常留留 常,2020-01-17
开关,power,其它分类,Others,power.svg (https://dl.airtable.com/.attachments/05b68445c77443cd64c89dc652993687/5ad9ae96/power.svg),关闭，启动，阀门，switch,常留留 常,2020-01-17
药丸,pills,医疗健康,Health,pills.svg (https://dl.airtable.com/.attachments/b0c3d2aff74cea42234b0b0dbd4b62f2/07fde35d/pills.svg),药，生病，吃药，看医生,常留留 常,2019-11-22
处方,prescription,医疗健康,Health,prescription.svg (https://dl.airtable.com/.attachments/34348aded687a7b3f2cff414b50732a2/2f9986ae/prescription.svg),药单，看医生，看病，添加，添加文件，文件,常留留 常,2019-11-22
医疗档案,medical-files,医疗健康,Health,medical-files.svg (https://dl.airtable.com/.attachments/b98579656d6533dcb7e7d9e4a3d84e63/0c4c35c0/medical-files.svg),档案，文件，收藏文件，医疗,常留留 常,2019-11-22
纯天然,pure-natural,医疗健康,Health,pure-natural.svg (https://dl.airtable.com/.attachments/aaf34fbea00eaed4acbe3a122780f84b/0538b698/pure-natural.svg),绿色，天然，无公害，健康,常留留 常,2019-11-22
医院,hospital,医疗健康,Health,hospital.svg (https://dl.airtable.com/.attachments/e3f0f489b3ffd584d0fd579a4b14c94a/cc88296b/hospital.svg),就医，看病，就诊，医疗,常留留 常,2019-11-22
奶瓶,bottle,医疗健康,Health,bottle.svg (https://dl.airtable.com/.attachments/76eb5e8b877cf99c2ac99d436224af57/f2159e9e/bottle.svg),育儿，哺育，婴幼儿科,常留留 常,2019-11-22
体重,weight,医疗健康,Health,weight.svg (https://dl.airtable.com/.attachments/1dcfbdca854b49b6b3c9aa2a66de0e0b/87f65ab3/weight.svg),秤，重量，称量,常留留 常,2019-11-22
经期,period,医疗健康,Health,period.svg (https://dl.airtable.com/.attachments/14b90037c986842e10d7727a7e1a14f7/a5976fe4/period.svg),女性，生理期，生殖,常留留 常,2019-11-22
孕妇,pregnant-women,医疗健康,Health,pregnant-women.svg (https://dl.airtable.com/.attachments/90186a3d262290d92756c34039b6f899/bf9dd0a4/pregnant-women.svg),怀孕，胎儿，妈妈，孕产期,常留留 常,2019-11-22
全科,general-branch,医疗健康,Health,general-branch.svg (https://dl.airtable.com/.attachments/842821b2bb9a6ff8ba46b612f152cbe2/9d68a5ca/general-branch.svg),添加，科室，全部科室,常留留 常,2019-11-22
整形科,plastic-surgery,医疗健康,Health,plastic-surgery.svg (https://dl.airtable.com/.attachments/59cbfebd809865a1d82c1ee80a056618/3d6d44ec/plastic-surgery.svg),整容，美容，整容手术，医疗美容，女人，女士，女性，美女，女性用户,常留留 常,2019-11-22
打针,injection,医疗健康,Health,injection.svg (https://dl.airtable.com/.attachments/916647b0921197f7a352cb3007615498/be92f92a/injection.svg),麻醉，麻醉科,常留留 常,2019-11-22
营养,nutrition,医疗健康,Health,nutrition.svg (https://dl.airtable.com/.attachments/68424cd63e10fa258ed9f93a9f2b09c9/8f7f3f94/nutrition.svg),米饭，午饭，午餐，饭，营养科,常留留 常,2019-11-22
眼睛,eyes,医疗健康,Health,eyes.svg (https://dl.airtable.com/.attachments/384e98e84795dbb740b2287157a75761/56dca549/eyes.svg),眼科，睁眼，开启，眼科,常留留 常,2019-11-22
腹部,abdominal,医疗健康,Health,abdominal.svg (https://dl.airtable.com/.attachments/c47426daf9c596aa4d249fa8ceed2e67/15652419/abdominal.svg),肚子，腹，腰,常留留 常,2019-11-22
中药,chinese-medicine,医疗健康,Health,chinese-medicine.svg (https://dl.airtable.com/.attachments/79518813c4f8326a4d6260795f2c62ec/edef4051/chinese-medicine.svg),中医，煎药，碗,常留留 常,2019-11-22
肠胃,gastrointestinal,医疗健康,Health,gastrointestinal.svg (https://dl.airtable.com/.attachments/dcfc11e2e7fbbccd8e1c2597681ef60f/23eacde9/gastrointestinal.svg),内科，胃，器官,常留留 常,2019-11-22
肾,renal,医疗健康,Health,renal.svg (https://dl.airtable.com/.attachments/8b158705decbd0fcefbc08589f65e279/9f1ded24/renal.svg),泌尿科，肾脏，排泄，代谢，器官,常留留 常,2019-11-22
子宫,uterus,医疗健康,Health,uterus.svg (https://dl.airtable.com/.attachments/247d18cae13b971d0a17f59cb94f5bd3/bfef311a/uterus.svg),女性，生殖，繁衍，器官,常留留 常,2019-11-22
内分泌,endocrine,医疗健康,Health,endocrine.svg (https://dl.airtable.com/.attachments/c93c10e2714bce47a80e9874340ba580/325aa4fc/endocrine.svg),分泌，火，新陈代谢,常留留 常,2019-11-22
骨科,orthopedic,医疗健康,Health,orthopedic.svg (https://dl.airtable.com/.attachments/c0bc371e3680ac74cedfdf131d22a44d/211efa69/orthopedic.svg),骨头，器官,常留留 常,2019-11-22
鼻腔,nasal,医疗健康,Health,nasal.svg (https://dl.airtable.com/.attachments/a4269d167dd01853647a5a3c850b5351/73794443/nasal.svg),鼻子，呼吸，耳鼻喉，耳鼻喉科,常留留 常,2019-11-22
精子,sperm,医疗健康,Health,sperm.svg (https://dl.airtable.com/.attachments/fead474c26caadb75c7a9f8a052e88c7/df199455/sperm.svg),男科，生殖，繁衍,常留留 常,2019-11-22
牙齿,teeth,医疗健康,Health,teeth.svg (https://dl.airtable.com/.attachments/8bc93614482be913eb01726247b52c8a/61ab45e6/teeth.svg),口腔，齿科，牙齿，医疗,常留留 常,2019-11-22
显微镜,microscope,医疗健康,Health,microscope.svg (https://dl.airtable.com/.attachments/618371b2e388d6dc76b8a188657588f0/f9cd4d39/microscope.svg),观察，高倍镜，病理科,常留留 常,2019-11-22
核磁共振,nmr,医疗健康,Health,nmr.svg (https://dl.airtable.com/.attachments/67e80f4eb7eea0ccbe72490f456956dd/1ce67325/nmr.svg),影像科，影像，检查，医疗,常留留 常,2019-11-22
口罩,mask,医疗健康,Health,mask.svg (https://dl.airtable.com/.attachments/c62ccfdfa92fd1cadbc4b6b6a69742f1/d64e2463/mask.svg),传染，传染科，雾霾，生病，口罩,常留留 常,2019-11-22
心电,cardioelectric,医疗健康,Health,electrocardiogram.svg (https://dl.airtable.com/.attachments/689651747679320bd45db4a6e33fe092/7801e458/electrocardiogram.svg),电波，心电图，检测，心跳，波动,常留留 常,2019-11-22
其他,other,医疗健康,Health,other.svg (https://dl.airtable.com/.attachments/4f9cc6240c8ea7ed3e8141c8fa1f40a1/3456d05f/other.svg),其他科室，添加，新建，增加,常留留 常,2019-11-22
毒素,toxins,医疗健康,Health,toxins.svg (https://dl.airtable.com/.attachments/d652b8ad57335e2da84eb0a25a023ed4/d8f2d02c/toxins.svg),有毒害，有害气体，恐怖，有害，骷髅,常留留 常,2019-11-22
检测,detection,医疗健康,Health,detection.svg (https://dl.airtable.com/.attachments/b8a0a2eb5f98765663e82196c115d1d1/4040ba1c/detection.svg),检查，测试，实验，测量,常留留 常,2019-11-22
农药,pesticide,医疗健康,Health,pesticide.svg (https://dl.airtable.com/.attachments/4e9e96b564a6909907c2434f92635dbe/a8680bd1/pesticide.svg),药品，毒药，肥料，药瓶，医药，牛奶,常留留 常,2019-11-22
胸部,chest,医疗健康,Health,chest.svg (https://dl.airtable.com/.attachments/1ad36022c3d870d815a542e3e8e8cc27/489345fe/chest.svg),胸腔，肺部，器官，医疗,常留留 常,2019-11-22
符号,symbol,符号,Character,symbol.svg (https://dl.airtable.com/.attachments/2eb2d08fef57c46c02d19f4e6ca12428/c5881656/symbol.svg),标志，标志性，阿尔法，符号,常留留 常,2019-11-22
细胞,cell,医疗健康,Health,cell.svg (https://dl.airtable.com/.attachments/db582848982408d1ac1d389d9e137fcf/06fa7c67/cell.svg),䏭，生命体，生命，生物,常留留 常,2019-11-22
肺,lung,医疗健康,Health,lung.svg (https://dl.airtable.com/.attachments/3eb2df9c015ade8696f87a5427d00f4b/41952caa/lung.svg),呼吸，呼吸道，呼吸科，器官，肺,常留留 常,2019-11-22
大脑,brain,医疗健康,Health,brain.svg (https://dl.airtable.com/.attachments/35157229c3c33e304e511e8eb1bfdfbb/9caacde8/brain.svg),脑部，头部，脑科，思考，智慧，医疗,常留留 常,2019-11-22
防腐,anti-corrosion,医疗健康,Health,anti-corrosion.svg (https://dl.airtable.com/.attachments/c25d4993cf11f22f5ababd7129302a11/fcbdfc52/anti-corrosion.svg),防腐剂，保存，防腐科，堆积物,常留留 常,2019-11-22
神经,neural,医疗健康,Health,neural.svg (https://dl.airtable.com/.attachments/538f8e11314d29a26ff116c51f81a993/50b62acc/neural.svg),神经科，精神，神经元，医疗,常留留 常,2019-11-22
病菌,germs,医疗健康,Health,germs.svg (https://dl.airtable.com/.attachments/dbda499a78ae71147126d06cf61d3a31/91b54439/germs.svg),细菌，病毒，菌体，病菌，细小,常留留 常,2019-11-22
心脏,heart,医疗健康,Health,heart.svg (https://dl.airtable.com/.attachments/46a39a675c066f3988d75ddac41d8ecb/742fe856/heart.svg),心，脉搏，跳动，器官，心脏，医疗,常留留 常,2019-11-22
成份,composition,医疗健康,Health,composition.svg (https://dl.airtable.com/.attachments/34b7eb721371db7590973dcb12e2d175/37797589/composition.svg),实验，元素，组成部分，组成元素，试管,常留留 常,2019-11-22
燕窝,nests,医疗健康,Health,nests.svg (https://dl.airtable.com/.attachments/269469032d00747450d1b763bc66963f/902e3b59/nests.svg),补品，滋补，养生，动物，燕窝,常留留 常,2019-11-22
燕子,swallow,医疗健康,Health,swallow.svg (https://dl.airtable.com/.attachments/c840910666b62fffe446d4c8b86ba36c/da0f828c/swallow.svg),鸟，麻雀，小鸟，动物，燕子，燕窝,常留留 常,2019-11-22
API 接口,api,常用图标,Base,,接口，开发，程序，研发，API,金 磊,2020-02-11
上课铃,bell-ring,其它分类,Others,,铃声，闹钟，信号，上课,金 磊,2020-02-11
大钟表,big-clock,时间,Time,,钟表，时间，表，复古,金 磊,2020-02-11
俄罗斯方块,block-one,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-two,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-three,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-four,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-five,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-six,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-seven,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-eight,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-nine,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
俄罗斯方块,block-ten,其它分类,Others,,俄罗斯方块，拼接，模块，组合，组件，游戏，娱乐，乐高，魔方,金 磊,2020-02-11
书籍,bookshelf,书籍,Books,,知识，书籍，书，书架，学习，信息,金 磊,2020-02-11
检查列表,checklist,其它分类,Others,,核查，列表，校验，纠正，检查,金 磊,2020-02-11
圣诞树,christmas-tree,其它分类,Others,,圣诞，树，节日，假期，温暖，过节,金 磊,2020-02-11
内裤,clothes-briefs,服饰,Clothes,,衣服，裤子，内裤，女士内裤,金 磊,2020-02-11
开衫,clothes-cardigan,服饰,Clothes,,衣服，开衫，服装,金 磊,2020-02-11
圆领衫,clothes-crew-neck,服饰,Clothes,,衣服，开衫，服装,金 磊,2020-02-11
纸尿裤,clothes-diapers,服饰,Clothes,,衣服，开衫，服装，婴儿，小孩,金 磊,2020-02-11
手套,clothes-gloves-two,服饰,Clothes,,衣服，服装，服饰，冷,金 磊,2020-02-11
手套,clothes-gloves,服饰,Clothes,,衣服，服装，服饰，冷,金 磊,2020-02-11
卫衣,clothes-hoodie,服饰,Clothes,,衣服，服装，服饰,金 磊,2020-02-11
短裤,clothes-pants-short,服饰,Clothes,,衣服，服装，服饰，裤子,金 磊,2020-02-11
运动裤,clothes-pants-sweat,服饰,Clothes,,衣服，服装，服饰，裤子，运动,金 磊,2020-02-11
裤子,clothes-pants,服饰,Clothes,,衣服，服装，服饰，裤子,金 磊,2020-02-11
短裤,clothes-short-sleeve,服饰,Clothes,,衣服，服装，服饰，裤子,金 磊,2020-02-11
滑冰鞋,clothes-skates,服饰,Clothes,,衣服，服装，服饰，裤子，装备，滑冰，冰雪,金 磊,2020-02-11
西装,clothes-suit,服饰,Clothes,,衣服，服装，服饰，正式,金 磊,2020-02-11
帽衫,clothes-sweater,服饰,Clothes,,衣服，服装，服饰，正式,金 磊,2020-02-11
高领毛衣,clothes-turtleneck,服饰,Clothes,,衣服，服装，服饰，正式,金 磊,2020-02-11
风衣,clothes-windbreaker,服饰,Clothes,,衣服，服装，服饰，正式,金 磊,2020-02-11
色卡,color-card,常用图标,Base,,颜色，绚丽，选择,金 磊,2020-02-11
篮球场,court,体育运动,Sports,,运动，篮球，场地,金 磊,2020-02-11
仪表盘,dashboard-two,其它分类,Others,,仪表盘，仪表，看板,金 磊,2020-02-11
不喜欢,dislike-two,常用图标,Base,,喜欢，讨厌，不喜欢,金 磊,2020-02-11
不喜欢,dislike,常用图标,Base,,喜欢，讨厌，不喜欢,金 磊,2020-02-11
除号,division,符号,Character,,符号，乘除,金 磊,2020-02-11
无人机,drone,常用图标,Base,,无人机，飞机，玩具，数码，飞行，大疆,金 磊,2020-02-11
擦除,erase,操作,Operate,,橡皮，擦除，清除，移除，消灭,金 磊,2020-02-11
众多用户,every-user,人群,Peoples,,用户，很多，群，用户群，用户组,金 磊,2020-02-11
工厂,factory-building,建筑,Build,,建筑，工厂，烟囱，厂房，工人，工作,金 磊,2020-02-11
遮罩,figma-mask,操作,Operate,,遮罩，遮挡，编辑，功能，绘图,金 磊,2020-02-11
灭火器,fire-extinguisher,常用图标,Base,,灭火器，救火，扑灭，保险，安全，消防,金 磊,2020-02-11
火堆,fire-two,其它分类,Others,,火，柴火，热，燃烧,金 磊,2020-02-11
医院,hospital-two,建筑,Build,,医疗，建筑，医院，药品，治疗，医生，护士，健康,金 磊,2020-02-11
火锅,hot-pot,餐饮食物,Foods,,食物，火锅，火苗，煮饭，烹饪，锅，美味,金 磊,2020-02-11
叶子,leaf,其它分类,Others,,植物，生物，叶子，树叶，大树，生命，活力，环保，新能源,金 磊,2020-02-11
